cat__Parental_Involvement_Low,cat__Parental_Involvement_Medium,cat__Access_to_Resources_Low,cat__Access_to_Resources_Medium,cat__Extracurricular_Activities_Yes,cat__Motivation_Level_Low,cat__Motivation_Level_Medium,cat__Internet_Access_Yes,cat__Parental_Education_Level_High School,cat__Parental_Education_Level_Postgraduate,cat__Learning_Disabilities_Yes,cat__Teacher_Quality_Low,cat__Teacher_Quality_Medium,cat__Family_Income_Low,cat__Family_Income_Medium,cat__Distance_from_Home_Moderate,cat__Distance_from_Home_Near,cat__Peer_Influence_Neutral,cat__Peer_Influence_Positive,remainder__Attendance,remainder__Hours_Studied,remainder__Previous_Scores,remainder__Tutoring_Sessions,Exam_Grade
0.645845803240505,0.354154196759495,0.354154196759495,0.0,0.645845803240505,0.0,0.645845803240505,1.0,0.354154196759495,0.0,0.354154196759495,0.0,1.0,0.0,0.354154196759495,0.354154196759495,0.645845803240505,0.645845803240505,0.354154196759495,74.52092062268353,17.70830839351899,53.354154196759495,1.29169160648101,distinction
0.5805185149101802,0.0,0.0,1.0,0.41948148508981975,0.5805185149101802,0.41948148508981975,0.41948148508981975,0.0,0.0,0.5805185149101802,0.0,0.0,0.5805185149101802,0.41948148508981975,0.0,0.5805185149101802,0.0,1.0,84.54674069383235,25.74155554473054,54.0974074254491,2.4194814850898196,distinction
0.0,0.6093064628990512,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3906935371009488,0.0,1.0,0.0,0.3906935371009488,0.3906935371009488,0.6093064628990512,1.0,0.0,70.26514524029336,25.0,55.60930646289905,2.7813870742018976,distinction
0.6658308276518625,0.0,0.0,0.3341691723481375,0.6658308276518625,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6658308276518625,0.3341691723481375,0.0,0.0,1.0,1.0,0.0,80.00752255113323,17.334169172348137,55.33918420643696,2.0,distinction
0.0,1.0,0.21551285754776883,0.0,0.7844871424522312,0.0,0.21551285754776883,1.0,0.0,0.21551285754776883,0.0,0.0,0.7844871424522312,0.0,0.7844871424522312,0.0,1.0,0.0,0.0,85.41384570942678,2.9396157179299194,72.86205143019107,2.5689742849044626,distinction
0.22107155281399182,0.7789284471860082,0.7789284471860082,0.22107155281399182,1.0,0.0,1.0,1.0,0.7789284471860082,0.0,0.0,0.7789284471860082,0.22107155281399182,0.7789284471860082,0.22107155281399182,0.22107155281399182,0.7789284471860082,0.0,1.0,96.23142757748806,29.557856894372016,92.55785689437202,0.7789284471860082,distinction
0.0,0.7292109485008531,0.7292109485008531,0.0,0.7292109485008531,0.2707890514991469,0.0,0.7292109485008531,0.0,0.2707890514991469,0.0,0.0,0.2707890514991469,0.0,1.0,0.7292109485008531,0.2707890514991469,0.0,0.7292109485008531,63.166312411993175,20.166312411993175,92.08315620599659,2.1876328455025593,distinction
0.5002905186781796,0.0,1.0,0.0,1.0,0.0,0.49970948132182036,1.0,0.0,0.5002905186781796,0.0,0.49970948132182036,0.0,1.0,0.0,0.0,0.5002905186781796,0.49970948132182036,0.5002905186781796,72.49912844396546,18.498547406609102,61.4985474066091,1.9994189626436407,distinction
0.4151556760573104,0.5848443239426896,1.0,0.0,0.4151556760573104,0.0,0.0,1.0,0.5848443239426896,0.4151556760573104,0.5848443239426896,0.0,0.5848443239426896,0.4151556760573104,0.5848443239426896,0.5848443239426896,0.4151556760573104,0.0,1.0,70.41515567605731,17.75453297182807,56.07577838028655,0.4151556760573104,distinction
0.1692030516772518,0.0,0.0,0.8307969483227482,0.8307969483227482,0.0,1.0,1.0,0.1692030516772518,0.0,0.1692030516772518,0.0,0.8307969483227482,0.0,0.1692030516772518,0.0,1.0,0.1692030516772518,0.8307969483227482,86.96956337987298,17.32318779329099,73.3384061033545,2.6615938966454964,distinction
0.0,0.8124727770878334,0.8124727770878334,0.1875272229121666,0.1875272229121666,0.1875272229121666,0.8124727770878334,0.8124727770878334,0.1875272229121666,0.8124727770878334,0.0,0.0,0.1875272229121666,0.0,0.0,0.0,1.0,0.1875272229121666,0.0,73.1870916563175,9.812472777087834,76.18752722291217,1.0,distinction
1.0,0.0,0.0,0.010551636815900545,0.9894483631840995,0.010551636815900545,0.0,1.0,0.010551636815900545,0.0,0.9894483631840995,0.0,0.010551636815900545,1.0,0.0,0.0,1.0,0.9894483631840995,0.010551636815900545,70.9894483631841,22.0,55.9683450895523,1.0,distinction
0.0,1.0,0.9085737311382908,0.09142626886170924,1.0,0.0,0.9085737311382908,1.0,0.9085737311382908,0.09142626886170924,0.0,1.0,0.0,0.9085737311382908,0.0,0.0,1.0,0.09142626886170924,0.9085737311382908,98.0,29.542868655691453,92.72572119341487,1.0,distinction
0.0,0.556838694690241,0.0,1.0,0.0,0.556838694690241,0.44316130530975895,1.0,0.44316130530975895,0.556838694690241,0.0,0.0,0.556838694690241,1.0,0.0,0.556838694690241,0.44316130530975895,0.0,1.0,75.11367738938048,25.45470955752193,95.11367738938048,1.556838694690241,distinction
0.0,0.8918731300084098,0.8918731300084098,0.0,0.8918731300084098,0.10812686999159016,0.0,0.8918731300084098,0.0,0.10812686999159016,0.0,0.0,0.10812686999159016,0.0,1.0,0.8918731300084098,0.10812686999159016,0.0,0.8918731300084098,61.86501495993272,18.865014959932722,91.43250747996636,2.6756193900252296,distinction
0.28716476513055744,0.7128352348694426,0.0,1.0,0.7128352348694426,0.28716476513055744,0.7128352348694426,1.0,1.0,0.0,0.0,0.0,1.0,0.28716476513055744,0.0,0.0,1.0,0.7128352348694426,0.28716476513055744,72.13850570460833,24.138505704608328,55.13850570460833,1.7128352348694427,distinction
0.6722527741038719,0.0,0.6722527741038719,0.32774722589612815,0.32774722589612815,0.0,0.32774722589612815,1.0,0.0,0.0,0.0,0.0,0.32774722589612815,0.6722527741038719,0.0,0.0,1.0,0.0,0.32774722589612815,87.65549445179225,18.0,77.03351664462323,1.6554944517922563,distinction
1.0,0.0,0.1156056106115122,0.8843943893884878,1.0,0.0,0.8843943893884878,1.0,0.0,0.1156056106115122,0.0,0.0,0.8843943893884878,1.0,0.0,0.0,1.0,0.0,0.1156056106115122,71.0,11.578028053057562,55.46242244244605,1.0,distinction
0.0,0.38863094560710276,1.0,0.0,1.0,0.0,0.38863094560710276,1.0,1.0,0.0,0.0,0.38863094560710276,0.0,0.38863094560710276,0.0,0.0,1.0,0.0,1.0,96.77726189121421,28.777261891214206,96.05684527196449,1.0,distinction
0.0,0.03722170456932916,0.0,0.03722170456932916,0.9627782954306708,0.03722170456932916,0.9627782954306708,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03722170456932916,0.0,90.11166511370799,14.148886818277317,85.62778295430671,3.9255565908613415,distinction
0.9176006962619002,0.0,0.0,0.9176006962619002,1.0,0.9176006962619002,0.08239930373809978,1.0,0.08239930373809978,0.9176006962619002,0.0,0.0,0.08239930373809978,0.0,0.08239930373809978,0.0,1.0,0.0,0.9176006962619002,83.5767951261667,15.8352013925238,91.5056041775714,2.1647986074761993,distinction
0.32688865187547134,0.0,0.0,0.6731113481245287,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.32688865187547134,0.0,0.6731113481245287,0.0,0.32688865187547134,0.32688865187547134,0.6731113481245287,77.0,21.7117794368717,55.692445392498115,2.6731113481245288,distinction
0.9907488093932189,0.009251190606781146,0.0,0.9907488093932189,1.0,1.0,0.0,1.0,0.0,0.9907488093932189,0.0,0.0,0.009251190606781146,0.009251190606781146,0.0,0.0,0.9907488093932189,0.009251190606781146,0.9907488093932189,83.06475833424747,16.027753571820345,91.98149761878643,1.9814976187864377,distinction
0.1171768373215063,0.8828231626784937,0.0,1.0,0.1171768373215063,0.1171768373215063,0.8828231626784937,1.0,0.8828231626784937,0.1171768373215063,0.0,0.0,0.0,0.8828231626784937,0.0,0.0,1.0,0.8828231626784937,0.1171768373215063,83.0,15.117176837321507,96.41411581339247,2.0,distinction
0.0,0.47299059369815266,0.0,1.0,0.0,0.47299059369815266,0.5270094063018473,1.0,0.5270094063018473,0.47299059369815266,0.0,0.0,0.47299059369815266,1.0,0.0,0.47299059369815266,0.5270094063018473,0.0,1.0,74.9459811873963,24.78392474958522,94.9459811873963,1.4729905936981527,distinction
0.4803149688496231,0.5196850311503769,0.5196850311503769,0.0,0.5196850311503769,0.0,1.0,1.0,1.0,0.0,0.0,0.5196850311503769,0.4803149688496231,1.0,0.0,0.4803149688496231,0.5196850311503769,0.4803149688496231,0.5196850311503769,97.03937006230075,27.11811018690226,93.0,1.480314968849623,distinction
0.0,0.8094239534828062,0.0,0.19057604651719384,1.0,0.0,0.19057604651719384,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8094239534828062,0.0,1.0,0.0,0.19057604651719384,88.1905760465172,4.239792790792295,72.1905760465172,3.0,distinction
0.0,1.0,0.0,1.0,0.4620393428395556,0.5379606571604444,0.4620393428395556,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5379606571604444,0.4620393428395556,0.0,1.0,71.841645914444,25.303685257283554,92.30368525728356,1.5379606571604443,distinction
0.09697212650718834,0.9030278734928117,0.0,0.09697212650718834,1.0,1.0,0.0,1.0,0.0,0.09697212650718834,0.0,0.0,0.9030278734928117,0.9030278734928117,0.0,0.0,0.09697212650718834,0.9030278734928117,0.09697212650718834,89.32119511444968,18.709083620478435,90.19394425301438,0.19394425301437668,distinction
1.0,0.0,0.05085342363582113,0.0,1.0,0.0,0.9491465763641789,1.0,0.0,0.05085342363582113,0.0,0.0,0.9491465763641789,0.05085342363582113,0.0,0.0,1.0,0.9491465763641789,0.05085342363582113,76.69487945818507,16.94914657636418,53.30512054181493,1.9491465763641789,distinction
0.0,0.13644319700169028,0.0,0.13644319700169028,0.8635568029983097,1.0,0.0,1.0,0.8635568029983097,0.13644319700169028,0.0,0.0,1.0,0.13644319700169028,0.8635568029983097,0.13644319700169028,0.0,0.0,0.13644319700169028,82.04489762098817,23.81865918201014,89.95510237901183,1.1364431970016904,distinction
0.0,1.0,0.34094780164260974,0.6590521983573903,1.0,0.0,0.6590521983573903,1.0,0.0,0.6590521983573903,0.0,0.0,0.6590521983573903,0.6590521983573903,0.34094780164260974,0.34094780164260974,0.6590521983573903,0.0,1.0,64.95431319014435,19.97715659507217,89.02284340492783,1.6818956032852195,distinction
0.8995127650963098,0.0,0.0,0.10048723490369016,1.0,0.0,0.10048723490369016,1.0,0.0,0.0,0.8995127650963098,0.0,0.0,0.8995127650963098,0.10048723490369016,0.0,0.8995127650963098,0.8995127650963098,0.10048723490369016,71.60292340942215,22.20097446980738,56.10048723490369,1.2009744698073803,distinction
0.9408799063414847,0.0,0.0,0.05912009365851534,0.05912009365851534,0.05912009365851534,0.9408799063414847,0.9408799063414847,1.0,0.0,0.9408799063414847,0.0,0.05912009365851534,0.0,0.9408799063414847,0.0,1.0,1.0,0.0,76.05407850146375,13.704399531707423,75.11824018731703,1.0,distinction
0.0,0.6708648870019059,0.0,1.0,0.6708648870019059,0.0,1.0,1.0,0.32913511299809406,0.0,0.0,0.0,0.6708648870019059,0.32913511299809406,0.6708648870019059,0.6708648870019059,0.32913511299809406,0.0,1.0,74.67086488700191,16.30394579098666,94.67086488700191,0.32913511299809406,distinction
0.0,0.6644237865926779,0.0,0.33557621340732213,0.6644237865926779,0.0,0.33557621340732213,1.0,0.6644237865926779,0.0,0.0,0.0,0.6644237865926779,1.0,0.0,0.0,1.0,0.33557621340732213,0.6644237865926779,79.35576213407322,16.671152426814643,61.993271359778035,0.6711524268146443,distinction
0.0,0.0,0.0,0.5472456622912599,1.0,0.0,0.4527543377087401,1.0,1.0,0.0,1.0,0.0,1.0,0.4527543377087401,0.0,1.0,0.0,0.5472456622912599,0.4527543377087401,62.45275433770874,9.18898264916504,82.33856072792236,1.64173698687378,distinction
0.0,0.8355402245437075,1.0,0.0,1.0,0.8355402245437075,0.16445977545629253,1.0,0.8355402245437075,0.0,0.0,0.16445977545629253,0.8355402245437075,1.0,0.0,0.0,0.0,0.16445977545629253,0.8355402245437075,74.8355402245437,21.835540224543706,65.67108044908741,2.1644597754562924,distinction
0.0383872415667168,0.9616127584332832,0.0,0.0383872415667168,0.9616127584332832,0.0383872415667168,0.0,1.0,0.0383872415667168,0.9616127584332832,0.0,0.0,1.0,1.0,0.0,0.9616127584332832,0.0383872415667168,0.0,1.0,70.0,23.923225516866566,52.03838724156672,1.0,distinction
0.0,0.7750818003391192,0.0,0.0,1.0,0.7750818003391192,0.22491819966088078,1.0,0.22491819966088078,0.0,0.0,0.0,1.0,0.7750818003391192,0.22491819966088078,0.0,0.22491819966088078,0.7750818003391192,0.0,90.0,17.875409001695594,89.10032720135648,0.8996727986435231,distinction
0.0,0.0,0.0,0.3780632662432908,0.6219367337567092,0.6219367337567092,0.3780632662432908,1.0,0.6219367337567092,0.0,0.0,0.0,0.0,0.3780632662432908,0.6219367337567092,0.0,1.0,0.3780632662432908,0.0,88.48774693502683,18.0,56.26837959745974,1.3780632662432908,distinction
0.0,0.0,0.0,0.6067928958213368,1.0,0.0,1.0,1.0,0.3932071041786632,0.0,0.0,0.0,1.0,0.0,0.0,0.3932071041786632,0.6067928958213368,0.3932071041786632,0.6067928958213368,90.17962131253599,19.17962131253599,67.10189343732006,2.6067928958213367,distinction
0.0,0.0,0.0,0.1505300984163377,0.0,0.8494699015836623,0.1505300984163377,0.1505300984163377,0.1505300984163377,0.8494699015836623,0.0,0.0,0.8494699015836623,0.1505300984163377,0.8494699015836623,0.0,1.0,0.0,0.1505300984163377,69.75265049208168,25.24734950791831,94.84946990158366,0.1505300984163377,distinction
1.0,0.0,0.5412037657712984,0.45879623422870164,1.0,0.0,0.45879623422870164,1.0,0.0,0.5412037657712984,0.0,0.0,0.45879623422870164,1.0,0.0,0.0,1.0,0.0,0.5412037657712984,71.0,13.706018828856491,57.16481506308519,1.0,distinction
0.8038598862488227,0.0,0.0,0.19614011375117735,0.19614011375117735,0.0,0.8038598862488227,1.0,1.0,0.0,1.0,0.0,0.19614011375117735,0.0,0.8038598862488227,0.19614011375117735,0.8038598862488227,1.0,0.0,74.05789829373234,13.411579658746469,75.19614011375118,1.3922802275023547,distinction
0.0,1.0,0.5088852551742458,0.0,1.0,0.5088852551742458,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.49111474482575423,0.0,1.0,75.49111474482575,19.053311531045473,64.52665576552273,1.0177705103484915,distinction
0.9375557250260759,0.0,0.0,1.0,0.06244427497392413,0.9375557250260759,0.06244427497392413,1.0,1.0,0.0,0.06244427497392413,0.0,1.0,0.9375557250260759,0.06244427497392413,0.06244427497392413,0.9375557250260759,0.06244427497392413,0.9375557250260759,69.7502229001043,22.18733282492177,53.12488854994785,1.1873328249217723,distinction
0.6160529910958448,0.38394700890415523,0.0,0.38394700890415523,0.38394700890415523,0.0,0.6160529910958448,1.0,0.6160529910958448,0.38394700890415523,0.0,0.38394700890415523,0.6160529910958448,0.6160529910958448,0.0,0.6160529910958448,0.38394700890415523,1.0,0.0,96.76789401780832,24.383947008904155,91.84815897328754,1.6160529910958448,distinction
0.5555590423285013,0.4444409576714987,0.5555590423285013,0.0,1.0,0.0,0.0,1.0,0.4444409576714987,0.5555590423285013,0.0,0.0,0.4444409576714987,1.0,0.0,0.0,1.0,0.0,1.0,73.22220478835749,16.0,60.777763830686,0.5555590423285013,distinction
0.0,0.8583827550133828,1.0,0.0,1.0,0.8583827550133828,0.1416172449866172,1.0,0.8583827550133828,0.0,0.0,0.1416172449866172,0.8583827550133828,1.0,0.0,0.0,0.0,0.1416172449866172,0.8583827550133828,74.85838275501338,21.858382755013384,65.71676551002676,2.1416172449866173,distinction
1.0,0.0,0.10249632918921281,0.0,1.0,0.0,0.8975036708107872,1.0,0.0,0.10249632918921281,0.0,0.0,0.8975036708107872,0.10249632918921281,0.0,0.0,1.0,0.8975036708107872,0.10249632918921281,76.38502202486472,16.89750367081079,53.614977975135275,1.8975036708107873,distinction
0.0,0.5354649496569541,0.5354649496569541,0.4645350503430459,0.4645350503430459,0.4645350503430459,0.5354649496569541,0.5354649496569541,0.4645350503430459,0.5354649496569541,0.0,0.0,0.4645350503430459,0.0,0.0,0.0,1.0,0.4645350503430459,0.0,69.03197424485431,9.535464949656955,76.46453505034304,1.0,distinction
0.9148563634439179,0.08514363655608215,0.0,0.9148563634439179,0.08514363655608215,0.9148563634439179,0.0,1.0,0.9148563634439179,0.08514363655608215,0.0,0.0,1.0,1.0,0.0,0.08514363655608215,0.9148563634439179,0.0,1.0,70.0,22.170287273112166,52.91485636344392,1.0,distinction
0.30294516789008397,0.697054832109916,0.30294516789008397,0.0,1.0,0.0,0.0,1.0,0.697054832109916,0.30294516789008397,0.0,0.0,0.697054832109916,1.0,0.0,0.0,1.0,0.0,1.0,74.48527416054958,16.0,61.788219328439666,0.30294516789008397,distinction
0.744596975963076,0.25540302403692405,0.744596975963076,0.25540302403692405,0.25540302403692405,0.0,0.25540302403692405,1.0,0.25540302403692405,0.0,0.0,0.0,0.0,0.744596975963076,0.0,0.0,1.0,0.25540302403692405,0.0,90.06483628844309,19.787821168258468,78.48919395192615,0.744596975963076,distinction
0.0,0.035567820432019226,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.035567820432019226,0.9644321795679808,74.32011038388818,20.786593077407886,94.10670346129606,1.0355678204320191,distinction
0.0,1.0,1.0,0.0,0.28212941944807146,0.0,0.0,1.0,0.7178705805519285,0.28212941944807146,1.0,0.0,1.0,0.0,1.0,0.7178705805519285,0.28212941944807146,0.28212941944807146,0.7178705805519285,68.58935290275964,19.282129419448072,56.25703535558457,0.0,distinction
0.9926255484528702,0.0,0.0,0.9926255484528702,0.00737445154712979,0.9926255484528702,0.00737445154712979,0.00737445154712979,0.00737445154712979,0.0,0.9926255484528702,0.0,0.00737445154712979,0.9926255484528702,0.0,0.00737445154712979,0.9926255484528702,0.00737445154712979,0.9926255484528702,90.01474890309426,26.955753290717222,52.04424670928278,2.0,distinction
0.0,0.0,0.0,0.30166202872059733,0.30166202872059733,0.0,0.6983379712794027,1.0,0.30166202872059733,0.0,0.30166202872059733,0.6983379712794027,0.30166202872059733,0.0,0.6983379712794027,1.0,0.0,1.0,0.0,67.58670377023522,17.983379712794026,69.01662028720597,1.6033240574411947,distinction
0.2937944706543275,0.7062055293456725,0.0,0.7062055293456725,1.0,0.0,0.7062055293456725,1.0,0.7062055293456725,0.0,0.2937944706543275,0.0,0.7062055293456725,0.2937944706543275,0.0,0.0,1.0,1.0,0.0,72.41241105869135,24.118616588037018,56.0,1.7062055293456724,distinction
1.0,0.0,0.6720525405053619,0.3279474594946381,1.0,0.0,0.3279474594946381,1.0,0.0,0.6720525405053619,0.0,0.0,0.3279474594946381,1.0,0.0,0.0,1.0,0.0,0.6720525405053619,71.0,14.36026270252681,57.68821016202145,1.0,distinction
0.0,0.29784323480309616,0.29784323480309616,0.0,0.29784323480309616,0.29784323480309616,0.7021567651969038,1.0,0.29784323480309616,0.0,0.0,0.7021567651969038,0.29784323480309616,0.29784323480309616,0.7021567651969038,0.7021567651969038,0.0,0.7021567651969038,0.29784323480309616,71.48921617401548,21.297843234803096,66.0,1.2978432348030962,distinction
0.6282730153835394,0.3717269846164606,0.0,0.3717269846164606,1.0,0.0,0.3717269846164606,1.0,0.3717269846164606,0.0,0.6282730153835394,0.0,0.3717269846164606,0.6282730153835394,0.0,0.0,1.0,1.0,0.0,71.74345396923292,23.115180953849382,56.0,1.3717269846164606,distinction
0.982286149390611,0.017713850609389015,0.982286149390611,0.017713850609389015,0.0,0.017713850609389015,0.0,1.0,0.017713850609389015,0.0,0.0,0.0,0.017713850609389015,0.982286149390611,0.017713850609389015,0.0,1.0,0.017713850609389015,0.0,87.10628310365634,18.0,78.94685844817184,1.017713850609389,distinction
0.29680021522451305,0.0,0.29680021522451305,0.703199784775487,0.703199784775487,0.0,0.703199784775487,1.0,0.0,0.0,0.0,0.0,0.703199784775487,0.29680021522451305,0.0,0.0,1.0,0.0,0.703199784775487,88.40639956955097,18.0,74.78080129134707,2.406399569550974,distinction
0.0,0.9782999047244584,0.9782999047244584,0.02170009527554162,1.0,0.0,0.02170009527554162,1.0,0.02170009527554162,0.9782999047244584,1.0,0.0,1.0,0.0,1.0,0.02170009527554162,0.9782999047244584,1.0,0.0,65.02170009527555,20.108500476377706,61.84809933307121,0.08680038110216648,distinction
0.0,0.6311880780600712,0.6311880780600712,0.0,1.0,0.0,0.36881192193992884,1.0,0.36881192193992884,0.0,0.36881192193992884,0.0,0.36881192193992884,0.36881192193992884,0.6311880780600712,1.0,0.0,0.0,1.0,61.73762384387986,13.943068858660784,90.63118807806008,1.8935642341802135,distinction
0.0,0.8363835112574449,0.0,0.0,0.8363835112574449,0.0,0.16361648874255508,1.0,0.8363835112574449,0.0,0.0,0.16361648874255508,0.8363835112574449,0.8363835112574449,0.16361648874255508,0.16361648874255508,0.8363835112574449,0.16361648874255508,0.8363835112574449,75.01830106754467,16.818082443712775,63.490849466227665,0.16361648874255508,distinction
0.0,0.0,0.0,0.43439647225195666,0.5656035277480433,0.0,1.0,1.0,0.5656035277480433,0.0,0.0,0.0,0.5656035277480433,0.43439647225195666,0.0,0.5656035277480433,0.43439647225195666,1.0,0.0,89.39362116648826,19.69681058324413,58.868792944503916,2.0,distinction
0.0,0.5039130253806,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4960869746194,0.0,1.0,0.0,0.4960869746194,0.4960869746194,0.5039130253806,1.0,0.0,69.5273911776642,25.0,55.5039130253806,2.9921739492387998,distinction
0.9864863576938174,0.0,0.9864863576938174,0.0,0.013513642306182572,0.0,0.013513642306182572,1.0,0.013513642306182572,0.0,0.0,0.0,0.013513642306182572,0.9864863576938174,0.013513642306182572,0.0,1.0,0.0,0.0,87.04054092691855,17.945945430775268,79.09459549614328,1.0405409269185477,distinction
0.0,0.6371341830048965,0.0,1.0,0.36286581699510345,0.6371341830048965,0.36286581699510345,1.0,0.6371341830048965,0.0,0.0,0.0,1.0,0.0,0.6371341830048965,0.0,1.0,0.6371341830048965,0.36286581699510345,91.54853673201958,18.0,74.9114025490147,2.3628658169951033,distinction
0.6010911673963028,0.0,0.6010911673963028,0.39890883260369725,0.39890883260369725,0.0,0.39890883260369725,1.0,0.0,0.0,0.0,0.0,0.39890883260369725,0.6010911673963028,0.0,0.0,1.0,0.0,0.39890883260369725,87.79781766520739,18.0,76.60654700437782,1.7978176652073945,distinction
0.0,0.15139344810122024,0.0,0.15139344810122024,0.15139344810122024,0.8486065518987798,0.15139344810122024,0.15139344810122024,0.0,1.0,0.0,0.0,1.0,0.15139344810122024,0.8486065518987798,0.0,1.0,0.0,0.15139344810122024,68.69721310379757,25.2430327594939,93.94024586329147,0.15139344810122024,distinction
0.0,0.0,0.0,0.8886421138365173,0.11135788616348274,0.0,1.0,1.0,0.11135788616348274,0.0,0.0,0.0,0.11135788616348274,0.8886421138365173,0.0,0.11135788616348274,0.8886421138365173,1.0,0.0,86.66814731698089,18.334073658490446,59.777284227673036,2.0,distinction
0.0,0.5161500299667767,0.0,0.0,1.0,1.0,0.0,1.0,0.4838499700332233,0.0,0.0,0.0,1.0,0.5161500299667767,0.4838499700332233,0.0,0.0,0.5161500299667767,0.0,86.61305020976744,20.93539988013289,89.51615002996678,0.4838499700332233,distinction
0.7284224872994381,0.0,0.0,1.0,0.27157751270056185,0.7284224872994381,0.27157751270056185,1.0,0.7284224872994381,0.0,0.0,0.0,0.7284224872994381,0.7284224872994381,0.27157751270056185,0.0,0.7284224872994381,0.0,1.0,71.90104258890393,22.543155025401123,54.08631005080225,1.5431550254011237,distinction
0.0,0.0,0.31645457653345765,0.6835454234665423,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.31645457653345765,0.0,0.31645457653345765,0.6835454234665423,0.0,0.0,0.31645457653345765,0.6835454234665423,76.05063627039962,23.05063627039963,59.2151820357342,3.0,distinction
0.0,0.34218640575865744,0.0,0.0,0.34218640575865744,0.0,0.6578135942413426,1.0,0.34218640575865744,0.0,0.0,0.6578135942413426,0.34218640575865744,0.34218640575865744,0.6578135942413426,0.6578135942413426,0.34218640575865744,0.6578135942413426,0.34218640575865744,72.05311843455195,19.289067971206713,64.97344078272403,0.6578135942413426,distinction
0.8055364808176863,0.19446351918231375,0.8055364808176863,0.0,1.0,0.0,0.0,1.0,0.19446351918231375,0.8055364808176863,0.0,0.0,0.19446351918231375,1.0,0.0,0.0,1.0,0.0,1.0,71.97231759591156,16.0,59.777854076729255,0.8055364808176863,distinction
0.5619481099932393,0.4380518900067607,0.4380518900067607,0.0,0.5619481099932393,0.0,0.0,1.0,0.4380518900067607,0.0,1.0,0.0,0.4380518900067607,0.5619481099932393,0.4380518900067607,0.4380518900067607,0.5619481099932393,0.5619481099932393,0.4380518900067607,70.56194810999324,20.68584432997972,55.12389621998648,0.5619481099932393,distinction
0.3145641509273652,0.0,0.3145641509273652,0.0,0.3145641509273652,0.0,0.6854358490726348,1.0,0.0,0.3145641509273652,0.0,0.6854358490726348,0.0,0.3145641509273652,0.6854358490726348,0.6854358490726348,0.3145641509273652,0.6854358490726348,0.3145641509273652,70.31456415092737,19.427179245363174,63.79805094350844,1.0,distinction
0.0,0.08437089643850504,0.0,0.915629103561495,0.08437089643850504,0.0,0.915629103561495,1.0,0.08437089643850504,0.0,0.0,0.0,0.08437089643850504,1.0,0.0,0.0,1.0,0.915629103561495,0.08437089643850504,85.15629103561496,17.83125820712299,60.253112689315515,1.83125820712299,distinction
0.6850060866631787,0.31499391333682125,0.31499391333682125,0.6850060866631787,1.0,0.0,1.0,1.0,0.31499391333682125,0.0,0.0,0.31499391333682125,0.6850060866631787,0.31499391333682125,0.6850060866631787,0.6850060866631787,0.31499391333682125,0.0,1.0,92.51995130669457,28.62998782667364,91.62998782667364,0.31499391333682125,distinction
1.0,0.0,0.0,0.7077532076053982,0.7077532076053982,0.0,1.0,1.0,0.29224679239460183,0.0,0.0,0.0,1.0,0.29224679239460183,0.7077532076053982,1.0,0.0,0.29224679239460183,0.7077532076053982,91.75348075436762,26.831012830421592,91.5844935847892,0.5844935847892037,distinction
0.35999241877905785,0.6400075812209421,0.35999241877905785,0.0,1.0,0.0,0.0,1.0,0.6400075812209421,0.35999241877905785,0.0,0.0,0.6400075812209421,1.0,0.0,0.0,1.0,0.0,1.0,74.20003790610471,16.0,61.56003032488377,0.35999241877905785,distinction
1.0,0.0,0.9232766005439772,0.0,0.0,0.0,0.0767233994560228,1.0,0.0767233994560228,0.0,0.0767233994560228,0.0,0.0,0.9232766005439772,0.0767233994560228,0.0,1.0,0.0767233994560228,0.0,86.23276600543977,17.693106402175907,78.69310640217591,1.0,distinction
0.0,0.5737022825965741,1.0,0.0,1.0,0.0,0.5737022825965741,1.0,1.0,0.0,0.0,0.5737022825965741,0.0,0.5737022825965741,0.0,0.0,1.0,0.0,1.0,97.14740456519314,29.14740456519315,95.13148858701713,1.0,distinction
0.0,0.0,0.0,0.44233545805021546,0.0,0.5576645419497845,0.44233545805021546,0.44233545805021546,0.44233545805021546,0.5576645419497845,0.0,0.0,0.5576645419497845,0.44233545805021546,0.5576645419497845,0.0,1.0,0.0,0.44233545805021546,71.21167729025107,23.788322709748922,94.55766454194979,0.44233545805021546,distinction
0.33132911510210705,0.668670884897893,0.668670884897893,0.0,0.0,0.0,1.0,1.0,0.33132911510210705,0.668670884897893,0.33132911510210705,0.0,0.0,0.0,0.33132911510210705,0.0,1.0,0.33132911510210705,0.0,76.33132911510211,11.325316460408429,75.66867088489789,1.0,distinction
